image,class_label,language
images/training/forged\gesetz-001990-bin.png,forged,de
images/training/forged\gesetz-001991-bin.png,forged,de
images/training/forged\gesetz-001992-bin.png,forged,de
images/training/forged\gesetz-001993-bin.png,forged,de
images/training/forged\gesetz-001994-bin.png,forged,de
images/training/forged\gesetz-001995-bin.png,forged,de
images/training/forged\gesetz-001996-bin.png,forged,de
images/training/forged\gesetz-001997-bin.png,forged,de
images/training/forged\gesetz-001998-bin.png,forged,de
images/training/forged\gesetz-001999-bin.png,forged,de
images/training/forged\gesetz-002000-bin.png,forged,de
images/training/forged\gesetz-002001-bin.png,forged,de
images/training/forged\gesetz-002002-bin.png,forged,de
images/training/forged\gesetz-002003-bin.png,forged,de
images/training/forged\gesetz-002004-bin.png,forged,de
images/training/forged\gesetz-002005-bin.png,forged,de
images/training/forged\gesetz-002006-bin.png,forged,de
images/training/forged\gesetz-002007-bin.png,forged,de
images/training/forged\gesetz-002008-bin.png,forged,de
images/training/forged\gesetz-002009-bin.png,forged,de
images/training/forged\gesetz-002010-bin.png,forged,de
images/training/forged\gesetz-002011-bin.png,forged,de
images/training/forged\gesetz-002012-bin.png,forged,de
images/training/forged\gesetz-002013-bin.png,forged,de
images/training/forged\gesetz-002014-bin.png,forged,de
images/training/forged\gesetz-002015-bin.png,forged,de
images/training/forged\gesetz-002016-bin.png,forged,de
images/training/forged\gesetz-002017-bin.png,forged,de
images/training/forged\gesetz-002018-bin.png,forged,de
images/training/forged\gesetz-002019-bin.png,forged,de
images/training/forged\gesetz-002020-bin.png,forged,de
images/training/forged\gesetz-002021-bin.png,forged,de
images/training/forged\gesetz-002022-bin.png,forged,de
images/training/forged\gesetz-002023-bin.png,forged,de
images/training/forged\gesetz-002024-bin.png,forged,de
images/training/forged\gesetz-002025-bin.png,forged,de
images/training/forged\gesetz-002026-bin.png,forged,de
images/training/forged\gesetz-002027-bin.png,forged,de
images/training/forged\gesetz-002028-bin.png,forged,de
images/training/forged\gesetz-002029-bin.png,forged,de
images/training/forged\gesetz-002030-bin.png,forged,de
images/training/forged\gesetz-002031-bin.png,forged,de
images/training/forged\gesetz-002032-bin.png,forged,de
images/training/forged\gesetz-002033-bin.png,forged,de
images/training/forged\gesetz-002034-bin.png,forged,de
images/training/forged\gesetz-002035-bin.png,forged,de
images/training/forged\gesetz-002036-bin.png,forged,de
images/training/forged\gesetz-002037-bin.png,forged,de
images/training/forged\gesetz-002038-bin.png,forged,de
images/training/forged\gesetz-002039-bin.png,forged,de
images/training/forged\gesetz-002040-bin.png,forged,de
images/training/forged\gesetz-002041-bin.png,forged,de
images/training/forged\gesetz-002042-bin.png,forged,de
images/training/forged\gesetz-002043-bin.png,forged,de
images/training/forged\gesetz-002044-bin.png,forged,de
images/training/forged\gesetz-002045-bin.png,forged,de
images/training/forged\gesetz-002046-bin.png,forged,de
images/training/forged\gesetz-002047-bin.png,forged,de
images/training/forged\gesetz-002048-bin.png,forged,de
images/training/forged\gesetz-002049-bin.png,forged,de
images/training/forged\gesetz-002050-bin.png,forged,de
images/training/forged\gesetz-002051-bin.png,forged,de
images/training/forged\gesetz-002052-bin.png,forged,de
images/training/forged\gesetz-002053-bin.png,forged,de
images/training/forged\gesetz-002054-bin.png,forged,de
images/training/forged\gesetz-002055-bin.png,forged,de
images/training/forged\gesetz-002056-bin.png,forged,de
images/training/forged\gesetz-002057-bin.png,forged,de
images/training/forged\gesetz-002058-bin.png,forged,de
images/training/forged\gesetz-002059-bin.png,forged,de
images/training/forged\gesetz-002060-bin.png,forged,de
images/training/forged\gesetz-002061-bin.png,forged,de
images/training/forged\gesetz-002062-bin.png,forged,de
images/training/forged\gesetz-002063-bin.png,forged,de
images/training/forged\gesetz-002064-bin.png,forged,de
images/training/forged\gesetz-002065-bin.png,forged,de
images/training/forged\gesetz-002066-bin.png,forged,de
images/training/forged\gesetz-002067-bin.png,forged,de
images/training/forged\gesetz-002068-bin.png,forged,de
images/training/forged\gesetz-002069-bin.png,forged,de
images/training/forged\gesetz-002070-bin.png,forged,de
images/training/forged\gesetz-002071-bin.png,forged,de
images/training/forged\gesetz-002072-bin.png,forged,de
images/training/forged\gesetz-002073-bin.png,forged,de
images/training/forged\gesetz-002074-bin.png,forged,de
images/training/forged\gesetz-002075-bin.png,forged,de
images/training/forged\gesetz-002076-bin.png,forged,de
images/training/forged\gesetz-002077-bin.png,forged,de
images/training/forged\gesetz-002078-bin.png,forged,de
images/training/forged\gesetz-002079-bin.png,forged,de
images/training/forged\gesetz-002080-bin.png,forged,de
images/training/forged\gesetz-002081-bin.png,forged,de
images/training/forged\gesetz-002082-bin.png,forged,de
images/training/forged\gesetz-002083-bin.png,forged,de
images/training/forged\gesetz-002084-bin.png,forged,de
images/training/forged\gesetz-002085-bin.png,forged,de
images/training/forged\gesetz-002086-bin.png,forged,de
images/training/forged\gesetz-002087-bin.png,forged,de
images/training/forged\gesetz-002088-bin.png,forged,de
images/training/forged\gesetz-002089-bin.png,forged,de
images/training/forged\gesetz-002090-bin.png,forged,de
images/training/forged\gesetz-002091-bin.png,forged,de
images/training/forged\gesetz-002092-bin.png,forged,de
images/training/forged\gesetz-002093-bin.png,forged,de
images/training/forged\gesetz-002094-bin.png,forged,de
images/training/forged\gesetz-002095-bin.png,forged,de
images/training/forged\gesetz-002096-bin.png,forged,de
images/training/forged\gesetz-002097-bin.png,forged,de
images/training/forged\gesetz-002098-bin.png,forged,de
images/training/forged\gesetz-002099-bin.png,forged,de
images/training/forged\gesetz-002100-bin.png,forged,de
images/training/forged\gesetz-002101-bin.png,forged,de
images/training/forged\gesetz-002102-bin.png,forged,de
images/training/forged\gesetz-002103-bin.png,forged,de
images/training/forged\gesetz-002104-bin.png,forged,de
images/training/forged\gesetz-002105-bin.png,forged,de
images/training/forged\gesetz-002106-bin.png,forged,de
images/training/forged\gesetz-002107-bin.png,forged,de
images/training/forged\gesetz-002108-bin.png,forged,de
images/training/forged\gesetz-002109-bin.png,forged,de
images/training/forged\gesetz-002110-bin.png,forged,de
images/training/forged\gesetz-002111-bin.png,forged,de
images/training/forged\gesetz-002112-bin.png,forged,de
images/training/forged\gesetz-002113-bin.png,forged,de
images/training/forged\gesetz-002114-bin.png,forged,de
images/training/forged\gesetz-002115-bin.png,forged,de
images/training/forged\gesetz-002116-bin.png,forged,de
images/training/forged\gesetz-002117-bin.png,forged,de
images/training/forged\gesetz-002118-bin.png,forged,de
images/training/forged\gesetz-002119-bin.png,forged,de
images/training/forged\gesetz-002120-bin.png,forged,de
images/training/forged\gesetz-002121-bin.png,forged,de
images/training/forged\gesetz-002122-bin.png,forged,de
images/training/forged\gesetz-002123-bin.png,forged,de
images/training/forged\gesetz-002124-bin.png,forged,de
images/training/forged\gesetz-002125-bin.png,forged,de
images/training/forged\gesetz-002126-bin.png,forged,de
images/training/forged\gesetz-002127-bin.png,forged,de
images/training/forged\gesetz-002128-bin.png,forged,de
images/training/forged\gesetz-002129-bin.png,forged,de
images/training/forged\gesetz-002130-bin.png,forged,de
images/training/forged\gesetz-002131-bin.png,forged,de
images/training/forged\gesetz-002132-bin.png,forged,de
images/training/forged\gesetz-002133-bin.png,forged,de
images/training/forged\gesetz-002134-bin.png,forged,de
images/training/forged\gesetz-002135-bin.png,forged,de
images/training/forged\gesetz-002136-bin.png,forged,de
images/training/forged\gesetz-002137-bin.png,forged,de
images/training/forged\gesetz-002138-bin.png,forged,de
images/training/forged\gesetz-002139-bin.png,forged,de
images/training/forged\gesetz-002140-bin.png,forged,de
images/training/forged\gesetz-002141-bin.png,forged,de
images/training/forged\gesetz-002142-bin.png,forged,de
images/training/forged\gesetz-002143-bin.png,forged,de
images/training/forged\gesetz-002144-bin.png,forged,de
images/training/forged\gesetz-002145-bin.png,forged,de
images/training/forged\gesetz-002146-bin.png,forged,de
images/training/forged\gesetz-002147-bin.png,forged,de
images/training/forged\gesetz-002148-bin.png,forged,de
images/training/forged\gesetz-002149-bin.png,forged,de
images/training/forged\gesetz-002150-bin.png,forged,de
images/training/forged\gesetz-002151-bin.png,forged,de
images/training/forged\gesetz-002152-bin.png,forged,de
images/training/forged\gesetz-002153-bin.png,forged,de
images/training/forged\gesetz-002154-bin.png,forged,de
images/training/forged\gesetz-002155-bin.png,forged,de
images/training/forged\gesetz-002156-bin.png,forged,de
images/training/forged\gesetz-002157-bin.png,forged,de
images/training/forged\gesetz-002158-bin.png,forged,de
images/training/forged\gesetz-002159-bin.png,forged,de
images/training/forged\gesetz-002160-bin.png,forged,de
images/training/forged\gesetz-002161-bin.png,forged,de
images/training/forged\gesetz-002162-bin.png,forged,de
images/training/forged\gesetz-002163-bin.png,forged,de
images/training/forged\gesetz-002164-bin.png,forged,de
images/training/forged\gesetz-002165-bin.png,forged,de
images/training/forged\gesetz-002166-bin.png,forged,de
images/training/forged\gesetz-002167-bin.png,forged,de
images/training/forged\gesetz-002168-bin.png,forged,de
images/training/forged\gesetz-002169-bin.png,forged,de
images/training/forged\gesetz-002170-bin.png,forged,de
images/training/forged\gesetz-002171-bin.png,forged,de
images/training/forged\gesetz-002172-bin.png,forged,de
images/training/forged\gesetz-002173-bin.png,forged,de
images/training/forged\gesetz-002174-bin.png,forged,de
images/training/forged\gesetz-002175-bin.png,forged,de
images/training/forged\gesetz-002176-bin.png,forged,de
images/training/forged\gesetz-002177-bin.png,forged,de
images/training/forged\gesetz-002178-bin.png,forged,de
images/training/forged\gesetz-002179-bin.png,forged,de
images/training/forged\gesetz-002180-bin.png,forged,de
images/training/forged\gesetz-002181-bin.png,forged,de
images/training/forged\gesetz-002182-bin.png,forged,de
images/training/forged\gesetz-002183-bin.png,forged,de
images/training/forged\gesetz-002184-bin.png,forged,de
images/training/forged\gesetz-002185-bin.png,forged,de
images/training/forged\gesetz-002186-bin.png,forged,de
images/training/forged\gesetz-002187-bin.png,forged,de
images/training/forged\gesetz-002188-bin.png,forged,de
images/training/forged\gesetz-002189-bin.png,forged,de
images/training/forged\gesetz-002190-bin.png,forged,de
images/training/forged\gesetz-002191-bin.png,forged,de
images/training/forged\gesetz-002192-bin.png,forged,de
images/training/forged\gesetz-002193-bin.png,forged,de
images/training/forged\gesetz-002194-bin.png,forged,de
images/training/forged\gesetz-002195-bin.png,forged,de
images/training/forged\gesetz-002196-bin.png,forged,de
images/training/forged\gesetz-002197-bin.png,forged,de
images/training/forged\gesetz-002198-bin.png,forged,de
images/training/forged\gesetz-002199-bin.png,forged,de
images/training/forged\gesetz-002200-bin.png,forged,de
images/training/forged\gesetz-002201-bin.png,forged,de
images/training/forged\gesetz-002202-bin.png,forged,de
images/training/forged\gesetz-002203-bin.png,forged,de
images/training/forged\gesetz-002204-bin.png,forged,de
images/training/forged\gesetz-002205-bin.png,forged,de
images/training/forged\gesetz-002206-bin.png,forged,de
images/training/forged\gesetz-002207-bin.png,forged,de
images/training/forged\gesetz-002208-bin.png,forged,de
images/training/forged\gesetz-002209-bin.png,forged,de
images/training/forged\gesetz-002210-bin.png,forged,de
images/training/forged\gesetz-002211-bin.png,forged,de
images/training/forged\gesetz-002212-bin.png,forged,de
images/training/forged\gesetz-002213-bin.png,forged,de
images/training/forged\gesetz-002214-bin.png,forged,de
images/training/forged\gesetz-002215-bin.png,forged,de
images/training/forged\gesetz-002216-bin.png,forged,de
images/training/forged\gesetz-002217-bin.png,forged,de
images/training/forged\gesetz-002218-bin.png,forged,de
images/training/forged\gesetz-002219-bin.png,forged,de
images/training/forged\gesetz-002220-bin.png,forged,de
images/training/forged\gesetz-002221-bin.png,forged,de
images/training/forged\gesetz-002222-bin.png,forged,de
images/training/forged\gesetz-002223-bin.png,forged,de
images/training/forged\gesetz-002224-bin.png,forged,de
images/training/forged\gesetz-002225-bin.png,forged,de
images/training/forged\gesetz-002226-bin.png,forged,de
images/training/forged\gesetz-002227-bin.png,forged,de
images/training/forged\gesetz-002228-bin.png,forged,de
images/training/forged\gesetz-002229-bin.png,forged,de
images/training/forged\gesetz-002230-bin.png,forged,de
images/training/forged\gesetz-002231-bin.png,forged,de
images/training/forged\gesetz-002232-bin.png,forged,de
images/training/forged\gesetz-002233-bin.png,forged,de
images/training/forged\gesetz-002234-bin.png,forged,de
